proposition_id,fifa_match_id,stage,group_label,home_team,away_team,kickoff_at_utc,window_start_at_utc,window_end_at_utc,proposition_type,yes_represents,no_represents,condition_id,yes_token_id,no_token_id,market_structure,exchange_address,openfootball_revision,openfootball_path,openfootball_source_lines,openfootball_line_hash,condition_init_tx_hash,condition_init_log_index,question_init_tx_hash,question_init_log_index,ancillary_data_sha256,token_verification_block_number,token_verification_block_hash,manifest_sha256,manifest_version,reviewed_at_utc
wc2026-m049-draw,49,group_stage,C,Scotland,Brazil,2026-06-24T22:00:00Z,2026-06-24T22:00:00Z,2026-06-25T00:30:00Z,draw,match draws in regulation,match does not draw in regulation,0xa46926b0bdef66209285cddc3a0fa99e371cccd7459a39693ae7ab76f38d80e7,54309860001036020325260313945791541663708085536541558286760328646880884748167,112114997779753706759169325910467776595154984900370863652131635855979608525646,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,130-131,612d93d8e27b988afd33054965d222e8f294a51f10a4e76b2c8888b1f9361400,0x89d786252fa13b6a01f5a697a1101424b7f06972bdc40d8d2221e1e1e8e5f315,32,0x571a9ee6dfcb2edf68e82275bac5dfb927d79bbc81f6a7931b984f39304b511d,23,501996cda0c3a2ce860b678131d829739013098fac7969f31bf6a3c9c685a90d,85197518,0xf3c732f3935f889ec2eb33a9b4cd5f8d30fb00a79a3b80bf159104de72052ad2,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m049-away-win,49,group_stage,C,Scotland,Brazil,2026-06-24T22:00:00Z,2026-06-24T22:00:00Z,2026-06-25T00:30:00Z,away_win,Brazil wins in regulation,Brazil does not win in regulation,0xd14544ac7360f37de17eb6a442694de21a8c5ea01714323be6409b002c4d7d7d,52345319584298671384241333674201063268836142597903677481641810116870044724915,60080692190223752445514891520583615952081379787400890832852396348501315777225,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,130-131,612d93d8e27b988afd33054965d222e8f294a51f10a4e76b2c8888b1f9361400,0x88f445de92f5ff083bbbec8126a3d58b5e58c0b2ca7b8b223b58c9e75430e4a2,5,0x67997d9abdea8fbdcf6cbaa7fe5bfb549a5d3a807ed72261011c09ad76a7f69b,7,0409e097d9780a099bc9d7a693b2a84664ad18353565784889957171d57d1244,85197522,0xf982be1e5d3ff1b0677bfa5227762d981657e146b16d463ba3c9cc44ff0eef4d,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m050-home-win,50,group_stage,C,Morocco,Haiti,2026-06-24T22:00:00Z,2026-06-24T22:00:00Z,2026-06-25T00:30:00Z,home_win,Morocco wins in regulation,Morocco does not win in regulation,0x649bd3dc845f647aa8c9a739ad8de245b853224961afd01127de0071c13f84b3,42374815657442465500075937904016131801776204492796944288908751005433960581826,50614149242929313591189572124941638306898682925276670153640545107446242799779,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,130-133,e09fbfcaa1fe30238784dc6cfb6ebc8d9cf8a258236f57e77b22f33516e52db8,0x99127a425d7862913001f23dddc857b7ad213faf34506b929345db3d7e1e93f5,203,0x0b2a03e6c93564c23554908ea4faa0ae4132fb54d32481473abd50c321744ce7,199,5501469cc78e3818aba64440d3282a73a7bb4ff3c4edaebda70553930d2b8355,85198002,0x07c8404c4ab0d1059b7e10731fa04fd9a6f9df6fc5b3ffad2f8f2807d56fa921,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m050-draw,50,group_stage,C,Morocco,Haiti,2026-06-24T22:00:00Z,2026-06-24T22:00:00Z,2026-06-25T00:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x6fcd127dbe2c45255d6b201b1b250c69dbf940de0fe80b4e40e23822c963443d,68776813465861057429364788692653606338774440682215453744115148189876641784361,17439714150725381082397536902983589042431444847458098690477270133958852151862,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,130-133,e09fbfcaa1fe30238784dc6cfb6ebc8d9cf8a258236f57e77b22f33516e52db8,0x1f0ed6cde448099dd2d6acad5e2013642213302b7d03696b0f0512f023a6acb3,155,0x3fe256b30c6e20e00dfe80adf84175db12885a5e071fba20fd8d8521f0b1993a,305,1c020a1d9c2cd1eedf51981d6896e3fcee0620614254c0476b6383c1a599381b,85198006,0x066a1a0fed849deab78b36aab4f5d4346821b7196d7492668d9c2e8bf6c84533,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m050-away-win,50,group_stage,C,Morocco,Haiti,2026-06-24T22:00:00Z,2026-06-24T22:00:00Z,2026-06-25T00:30:00Z,away_win,Haiti wins in regulation,Haiti does not win in regulation,0x060f4b969fc1f6b09682c1e7d9ae218273fe3f197977d1db22ccea01f42d895b,16734149502738704359673067089022355535903790350570508474097898646900570148376,93081084268204818370340766278920962170087022779213753516089502267232326796191,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,130-133,e09fbfcaa1fe30238784dc6cfb6ebc8d9cf8a258236f57e77b22f33516e52db8,0x1fb3cb978f255cc511705fa13a5398df2b52d5a6fcb9870d4fc2f5bcaee3d451,185,0x0088ff1722db71b2b943b00e578507495c6b3a0d6c2f844fb9bb27438c1f0850,183,004c5bfb982de6075b816e5722361c2cf22a057444e78f914966f41d50ece07e,85198009,0x339578957763c4ae6df279dce42b6780e955f8d546b346f00d9e1b5634fcbf28,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m051-home-win,51,group_stage,B,Switzerland,Canada,2026-06-24T19:00:00Z,2026-06-24T19:00:00Z,2026-06-24T21:30:00Z,home_win,Switzerland wins in regulation,Switzerland does not win in regulation,0xe1953a0f479de0ff3efabb7dff6116ff6cb9d7fe2d7ee6526c5d68da9cf09767,47959944460657228985055674449790383802464381124119024576562949363346901336433,12647218321579707557729149667487684701196034922491819670257272383913352328238,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,110-111,bba4c78f755a7a4af0e636c9d4676dca8353be57dbc0a9bca75b87bd886ac368,0x323ff534b930243ccb1ba9f88bbb16a0bfdb871248ec847449b7cc7aea163fc1,26,0x668a7bae12cb2ef34d5272ef2ec2277f408d32e04901c06b9a8420804729cc34,24,31c7d41593ff42af5af5711f0225ee4744b685fd5056f05d7d1a93dfd1bd21e3,85197504,0x8f7e59be68c0ff4e08ffd53bd9938a2a5610db34d761cdd808c60a52b9310d24,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m051-draw,51,group_stage,B,Switzerland,Canada,2026-06-24T19:00:00Z,2026-06-24T19:00:00Z,2026-06-24T21:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x10b4a49cc233715e3b2154533c654fcbdcac6c03b3b415611c5c014872e80b3b,37383901604222109615025559390838815185792875162240758491134459674611890551849,39430503070508035866737004809792956126908514494853649074265688805653092039800,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,110-111,bba4c78f755a7a4af0e636c9d4676dca8353be57dbc0a9bca75b87bd886ac368,0x4bed55bf1d3f7d4a75a000ac51d7dab688f7cceea3bb40ab3bf6d4907ba994d0,15,0x7418229c4d7ed3bf9d563d06880827f482adfe5831c9dc5d0db7864fd4f64a9e,11,4b3aace99a11814b1963514d73294e7557b6a5808955cb35db8ee94986f9820e,85197507,0x3ff014c93b80e9c88bb5a0b62f155c69722cdefe578762563497946263d3677f,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m051-away-win,51,group_stage,B,Switzerland,Canada,2026-06-24T19:00:00Z,2026-06-24T19:00:00Z,2026-06-24T21:30:00Z,away_win,Canada wins in regulation,Canada does not win in regulation,0xfec117e3f24c0ee72f753bb35c743d6248212998c001b400609858caeb3fcc00,11943790724298456336310029997668350808838445628633810142424962411400618768716,6380155061946846356913426201209470072939840139237918417312078266764962793556,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,110-111,bba4c78f755a7a4af0e636c9d4676dca8353be57dbc0a9bca75b87bd886ac368,0x150dd263d0135f5f4364c8282f9997572816ebf391d52b2320b7049c27ec9519,7,0xd4b5f4210b484f3a8b6fc54999dd1e45aab25e489d57dfa884f3d412e2ee98b2,9,cb4ff7ed6d0ba108ca009b641bac605784181d854e4a3d6ea35200ebef513191,85197511,0x9e03a9ddd523e3a11bb704bf1c21e1667e1405fd16df3214040aa73f69ce518e,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m052-home-win,52,group_stage,B,Bosnia & Herzegovina,Qatar,2026-06-24T19:00:00Z,2026-06-24T19:00:00Z,2026-06-24T21:30:00Z,home_win,Bosnia & Herzegovina wins in regulation,Bosnia & Herzegovina does not win in regulation,0xf224cac9c315d3693bbcbd8406460b8052ecc40df364f7e2bc6079c072cfe219,4925888325464503545476254709875431093074337031801188092359865362530954679246,11155588569428991634467900777679230784278593544103223411885025901154804486088,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,110-114,e4253cb5406dd4f2ae50f307692b70dba88ac8abdbecdddea08b702dcc5d640e,0xb772e9672de9f25e4805791f87fddc8d82b9a9d5c490f940a05d69857f132268,66,0x61183df281f429983cc7b7567713beb9a45f5bacc887d49310469d6db2e9769b,64,44bf55e53cc71dda60a7dcf7a1db8b728b8d77e05a73d8ab03c965e550b39d90,85197610,0x54b56ab7cb659e08cc60114f13a316dab7e68178c27a6c6003df64404f11a455,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m052-draw,52,group_stage,B,Bosnia & Herzegovina,Qatar,2026-06-24T19:00:00Z,2026-06-24T19:00:00Z,2026-06-24T21:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x44a0f6adbea52acf0a97b90870a637a0bf577dc09b9b376ea56a0fbe86f68e12,41091023424245040139527172073533600163970138599488326259532662687088517955772,45374438867602973960265835052700815154109289933727356682597831758772414442906,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,110-114,e4253cb5406dd4f2ae50f307692b70dba88ac8abdbecdddea08b702dcc5d640e,0x70acc6415ace8fe214695b9bebc8413dbbfe72aad490fbd7dbbde2c55c0316a2,0,0x4966f23438887d5ae9b7e72f183dca66dfda95ba97dc3d430d749f7328ab6cde,18,a1b35e056dc2cfc9340e2f4881adc4a9dffecf464c97898b99967668290417a8,85197614,0x8e698a0fcd1e610d01b42d01395e1f6f9b95b623535e497ca8ee78a2b1695483,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m052-away-win,52,group_stage,B,Bosnia & Herzegovina,Qatar,2026-06-24T19:00:00Z,2026-06-24T19:00:00Z,2026-06-24T21:30:00Z,away_win,Qatar wins in regulation,Qatar does not win in regulation,0x339c300a9cfe452223d315d03c35473063ee904bbf3821741ed2e3ddfc27426d,89402197250849053016718398593367058168289729633872183585442421218420206745943,79613905496412901546323964999986456050566495371218470635604656637376838412163,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,110-114,e4253cb5406dd4f2ae50f307692b70dba88ac8abdbecdddea08b702dcc5d640e,0xb00ee118d06d459f2cc8d9ef731ba08808ee0667c850601ab6805a1add2ef6c6,25,0x209da464bcb866e1c9e40d120ba289a841878ec74392e1b1973e30a04ebc1f82,23,4fb31270b82b7e573afa3760e4cb38a161c03e64005a5bfe2335a67a2f4fc085,85197617,0x80bbe78222b71a7bc26e24535f4678b61795d7af955cbe57eb72b06c17fc59ba,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m053-home-win,53,group_stage,A,Czech Republic,Mexico,2026-06-25T01:00:00Z,2026-06-25T01:00:00Z,2026-06-25T03:30:00Z,home_win,Czech Republic wins in regulation,Czech Republic does not win in regulation,0xb7297ad99cd8e4957c64aca2fbf143efeb7045e95826cf4aa6b327ebfe1f1ec3,75582324068408801617260879555413324403573690501232841899134550992026699982390,548964886295163008477245934054902233334678539089546096450999463363183608482,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,89-90,35f6c6c565d90bfebeb7e555500884e318757422fff22746a4188917529fa69f,0x2c500c26cbf67b5263ef70a813536345a11adb0eac34a849c44f2a62790dc6fc,141,0xbd5b253985106287b8412edc67bb5a9fc54d061f32f9789d0d92f87350a01fb1,136,c59ee16079794b7863766a2f2662336f9f5696ed111ad53424c9aea316aa730d,85197237,0xf4f9d1eb2ce94f5a6f6fcf98819fd7cc6d37ff798a4ee64403fbebe33fc6e752,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m053-draw,53,group_stage,A,Czech Republic,Mexico,2026-06-25T01:00:00Z,2026-06-25T01:00:00Z,2026-06-25T03:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x9de91738929365f104420a4246815a47ea2017b17e30370fa4572ceb84d898b9,104735262279610516248406908690291013202167988132813028132950707551552452029652,112100398795186059824184766659508506391430690207262063747905738492417339256953,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,89-90,35f6c6c565d90bfebeb7e555500884e318757422fff22746a4188917529fa69f,0x348f665167d8000cb417b55e73aa48e69cbddfd145f4d9d5e23447bb9095bb77,226,0x41251a88f1b5bc0870170dd7b8f5862671f0098fcbbf4cc4368709d40b7d9b71,300,d8bc82c43639ff4e633a279c4fa7eb2152afdf50f7c6237b34da5cd5d02b2829,85197241,0x88fe984ca949a8184d430c70d1302ded859faf842d6312f5a4385d87e57e2f34,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m053-away-win,53,group_stage,A,Czech Republic,Mexico,2026-06-25T01:00:00Z,2026-06-25T01:00:00Z,2026-06-25T03:30:00Z,away_win,Mexico wins in regulation,Mexico does not win in regulation,0x1f5cd4d1a23c11229b2781303dd39fb60ec6ee369dd173cedef8a7f7a1a27298,67466148034529849001749283892995420841255740280965377423907471965663421834164,108542309228994520905965562569189446143531125126301140836116183436069541077867,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,89-90,35f6c6c565d90bfebeb7e555500884e318757422fff22746a4188917529fa69f,0x22335d8e3a3b9cf36412a92c177f76e491765d6204f9646c7cd918a0ab591ca4,408,0xa2e3081b537790a58f4c796c08c8375e78158a79e35a011f96ca41a886759eb4,406,23f8ec4fb480e7577ae48340ffeffe6825155171a790eeb64bd41c254266a591,85197244,0xa1385c51b322f575b8236e5e4c8c4c18994509f9d3b1c3ccae88d55879bf69e3,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m054-home-win,54,group_stage,A,South Africa,South Korea,2026-06-25T01:00:00Z,2026-06-25T01:00:00Z,2026-06-25T03:30:00Z,home_win,South Africa wins in regulation,South Africa does not win in regulation,0xe9b6af2b81a59d36a47915db6f54b6af0e3dd19883382aacc41fe82e43cc2313,58830526078196302612867530222421263708170468828968028907746961007548153805793,9692076597407606857277592395132233899602094977110147074543708875498698856347,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,89-92,372227afd2d3ff274be9bbd84bcbee8dc3ffa4211a1019d0f600c7f35332338a,0x6402695e1971da3fe622f080e8e420dcdd45157adbc9ba5c600edf55f2c60b0b,76,0x89fda0cccefff353ad5bfb19871b19e8420df2faf1bd4f4c2ce4682c0e5682d7,74,4c839c3a58f666534fd0b946bcad83d11315eb2371d9b07315bbd75cc6caa6f6,85197449,0xf9115dea47694f29804912c2392666255eb2b5b747f9ff72f859dfb60c5a98d0,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m054-draw,54,group_stage,A,South Africa,South Korea,2026-06-25T01:00:00Z,2026-06-25T01:00:00Z,2026-06-25T03:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x16c51ebf6cea99ba2d958910e743690b40c46c2a426eab1709cd934d8364a96c,103052895473654725211234208718417485025769469987098102360162412805062007216205,67803843853051871446398565552706331288692869776471638527106591718980462652891,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,89-92,372227afd2d3ff274be9bbd84bcbee8dc3ffa4211a1019d0f600c7f35332338a,0x07e1c599554f5661c2fec0267fa1eac0f73a4f5f5211b68866ae7d7f81c8c9c2,13,0x8e0f0252f86ed7a6919b956f6930e27d9b114bbc196e40622e2f66d069afb6f5,176,c7d73ed099c185e8aa7e970c863064957a7a2b75cd1ad0f4b35cc3cab6316f8f,85197453,0xdd8bf997156667102bddb2a3cf0d3b468067d4b7e8df575be52c1c122e618cf8,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m054-away-win,54,group_stage,A,South Africa,South Korea,2026-06-25T01:00:00Z,2026-06-25T01:00:00Z,2026-06-25T03:30:00Z,away_win,South Korea wins in regulation,South Korea does not win in regulation,0x374d4c9c12e766653de985450899cf2181edf47189894bc9c870216b5c6b1d83,78041669573197271831143243516603089617333411410934465631182277350983388128942,29473126031526706025836696792917468880222204640428719477088563427254446303533,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,89-92,372227afd2d3ff274be9bbd84bcbee8dc3ffa4211a1019d0f600c7f35332338a,0x5b38e4ef5d741e094d5562d294dfbdafce21150079e48e41a6f254c944314c1d,119,0x691170c7a79aa106ed72714e2cd6c2b96f82918b0c4a4faba3bd6ee13919f1e9,117,23b769029d11b4ae20facd6cdde6cd0f0cac8a27f5644b7c682f68b46f954a33,85197456,0xe451b5d9fedd899b6f4235ec54a5a821fd6e44363f7a4341bfa21b6e1a23cbff,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m055-home-win,55,group_stage,E,Curaçao,Ivory Coast,2026-06-25T20:00:00Z,2026-06-25T20:00:00Z,2026-06-25T22:30:00Z,home_win,Curaçao wins in regulation,Curaçao does not win in regulation,0x5f4340be34f9f45e76f28390111c349b343b6072a0953101fb78ec98e1ad3e90,19148172802481517881692352905829372357755800754194043495831127988905408662349,57919438081020786212869084302635144833213387918721772556664393641208723240090,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,170-171,0ce7001ad762d67fa8858c4ca7193eb7156d3b75ac89def5468c7c51538730db,0x10682c10aae1d0e5ef114a6259bb4e6e21cab6f19585fa47ae3c3e57cdd8e1a4,85,0x51aa4718cc29402cd4faaca4c52c098b0e13d1b0464049085df2c4c2a8d8c9ff,83,a9d3b81148da61ba5b0954df07485f4b6a6fe6f722a3299f2f39bf47b937384c,85197775,0x82ccfc9521f7cc09f97c5c01a714ba9b99e5458b8472e30110cd7eadc5e53d69,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m055-draw,55,group_stage,E,Curaçao,Ivory Coast,2026-06-25T20:00:00Z,2026-06-25T20:00:00Z,2026-06-25T22:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x9a07caaff2c446ef13f2ef28c15e788cbf52be21aec37178aa26927952fb32f4,100613082629822213553264871806294534405119465896030760287440778049574323720676,67677783588881995771888472524585608832112840182035437625656703700021479513341,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,170-171,0ce7001ad762d67fa8858c4ca7193eb7156d3b75ac89def5468c7c51538730db,0x7c16c645a8e6f504ef362757746a6a7da35caf30c2b2ab0d4c2e969d19e62c34,67,0x36a4efb77ce0829c0a980dbac29e35ab4686eca177903fdbad847283e45eb941,84,1b71825749ff3a0e7316da752b0b208789d9046edffb9793ceacb443bcf506aa,85197779,0xd4c5fadea8afc0a2e111969e89844aec219f1fbaf58a1c52cbfd35f6027d5f3d,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m055-away-win,55,group_stage,E,Curaçao,Ivory Coast,2026-06-25T20:00:00Z,2026-06-25T20:00:00Z,2026-06-25T22:30:00Z,away_win,Ivory Coast wins in regulation,Ivory Coast does not win in regulation,0x8ca66a3012273cbadf1339f2b3c53cbeaf977d61a2f3f97495fd056afc0691f8,112165227742342790816614520312092947420861337398279265432656445292580690894446,22943045410304564007784265355520696698331611702433677820915869671339946991494,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,170-171,0ce7001ad762d67fa8858c4ca7193eb7156d3b75ac89def5468c7c51538730db,0x9948efe63b2599a1a70f39db5d70c8254989e1abe0db1a425c3e20bec468ed56,20,0x741efc352812720fbcbd65cfd088abb76f836e9ed025c2151d04eb7927c393ca,56,71737d2d977fa0bdf06a0ed73324c6fe1578bf6a6cf0a0b885233d785a9f0fe0,85197783,0x2a77773b7a6c15a8f3e5069fcb8e1cda3018bafa16fdc8f41d41637a280a297a,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m056-home-win,56,group_stage,E,Ecuador,Germany,2026-06-25T20:00:00Z,2026-06-25T20:00:00Z,2026-06-25T22:30:00Z,home_win,Ecuador wins in regulation,Ecuador does not win in regulation,0x44e25f753ae47dbdf2705d35e0a45db24d3a1b2996b82a1350ade2c7e92c4f93,14621976022388339155866443939403907158807725281606484508612016632018100973573,135792657791879031181866023056748029392055768984822794561479819351684481583,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,170-173,f92c732970b56b12e89c25c6d6c73ff22ae9c2e510a053c25cf1a6635c172b13,0x871704e9880081ba6911d6913d9ef3951a6e0f6d38d217e740d87b88e976f9b8,11,0x792c09fb0a7de7bc09e9e3e6d55f1f4e877feac25acb0c7815e1eac421a0da04,9,83e736840ffde99b1ed4725b69a9493244f75422bed4fd92321fb0e3216dcfea,85197734,0xac556a930f4d87c4ca2725a6d25a6df2f11899a09397fc34a12b6b1cc0e7def8,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m056-draw,56,group_stage,E,Ecuador,Germany,2026-06-25T20:00:00Z,2026-06-25T20:00:00Z,2026-06-25T22:30:00Z,draw,match draws in regulation,match does not draw in regulation,0x6257ac3bdd0b512bd6470c21d5dc99ed12ef42b5fd9ad6078fad24d351ebda5c,9059650700126795019827485089957938050581213031053374092199507389736394347163,65241393730634758935193149676394115981683248227949919973281090224372225677669,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,170-173,f92c732970b56b12e89c25c6d6c73ff22ae9c2e510a053c25cf1a6635c172b13,0x7a28da9cd6c4430440160de075b713449b4fd485dbe9207c5393967cc0c22732,209,0x1c01264272b2814d8a29fd25eaff4e85fbd273e6f5e199d2c7cb9f0d60b2e3d0,80,8f6c04c706186f1ad89425ee0a3af434aadd2e95cbf7725ef2e3ee97c8daba68,85197738,0x6e47288bd019544a555bf0d354e0b33a33c9789145dfc9e58aaf3a1b2700ce5c,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m056-away-win,56,group_stage,E,Ecuador,Germany,2026-06-25T20:00:00Z,2026-06-25T20:00:00Z,2026-06-25T22:30:00Z,away_win,Germany wins in regulation,Germany does not win in regulation,0xe690620297dfea974d20df84b4cf90460e46a26ec864353482717b90509a3c0b,101279272797775203956659007084828831261331275405585994446661991301016814257223,12895713634933367223676558147527749758143822673340639855731583908529004951892,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,170-173,f92c732970b56b12e89c25c6d6c73ff22ae9c2e510a053c25cf1a6635c172b13,0xf25285599a3fdd58bea30b3910a1a046e1acd26bb1b3d22fa93af1c563ea67ea,0,0x296ef37775c3dc11e607b026c9f9a04e3d1a1d5a409983c36aa3cdd672f99aec,5,f1598ef54ab135de284ca8f8622d7ed535731743fbd512d84ac0b152c39dbadd,85197742,0x1fd95e4fea3af005ab06fe2053a4ddcb3138a4b2515adc2a00febd2f8287c495,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
wc2026-m057-home-win,57,group_stage,F,Japan,Sweden,2026-06-25T23:00:00Z,2026-06-25T23:00:00Z,2026-06-26T01:30:00Z,home_win,Japan wins in regulation,Japan does not win in regulation,0xe1bd581c13be7103749ca1a64d21230ed6693a162fc057d81e3d1e9237fc81f8,101491499269793539765890729500440478078979559571972876836355209033272846559170,19056046558166616177125992986908450328347851423042233479789993394270100295648,neg_risk,0xe2222d279d744050d28e00520010520000310F59,bd46a148289f9930da66c140d4d7d2325e95d387,2026--usa/cup.txt,193-194,d409264137651883019e5271652dffc930be98525aa2145bb8de4664f3e18df5,0xe3388fcc246afb210b8862ee9f01b4a152f67f5be52cffab620c7c48be7f6a7b,49,0x07fef668733a8f7cd734b5a2d13c06e493954a5286857691a541587de86d7d2a,140,7c2239e7f024c80e80fb9450945bccbc1698a60c5321d20ff83b50b0dd2f43f2,85197103,0x19378da9f53ae719295aeaebe21588dafe0015545f4fa1d5496fc83785fd2d97,4cad46ebe278b0e3beb2f6b9aa4046223285f0a9b976d5390b98c4096de3bdac,1.0.0,2026-07-22T11:02:00Z
